SP500_Close,SP500_Open,SP500_High,SP500_Low,Daily Return,Monthly Return,Annual Return
2139.43,2136.97,2145.73,2131.59,-0.0017404206872095873,,
2133.04,2144.06,2147.13,2132.52,-0.0029867768517781723,,
2126.41,2132.23,2140.72,2119.36,-0.003108239882983921,,
2126.15,2129.78,2133.25,2125.53,-0.00012227181023405365,-0.01942562503747225,
2111.72,2128.68,2131.45,2097.85,-0.006786915316417175,,
2097.94,2109.43,2111.76,2094.0,-0.00652548633341532,,
2088.66,2098.8,2102.56,2085.23,-0.0044233867508127744,,
2085.18,2083.79,2099.07,2083.79,-0.0016661400132141901,,
2131.52,2100.59,2132.0,2100.59,0.022223501088635134,,
2139.56,2129.92,2146.87,2123.56,0.003771956162738288,,
2163.26,2131.56,2170.1,2125.35,0.011077043878180648,,
2167.48,2167.49,2182.3,2151.17,0.0019507595018628532,,
2164.45,2162.71,2165.92,2152.49,-0.0013979367745031723,,
2164.2,2165.64,2171.36,2156.08,-0.00011550278361704969,,
2180.39,2168.29,2180.84,2166.38,0.007480824323075508,,
2176.94,2177.53,2179.22,2172.2,-0.0015822857378724464,,
2187.12,2178.61,2188.06,2176.65,0.004676288735564471,,
2181.9,2186.85,2189.89,2180.38,-0.002386700318226631,,
2198.18,2186.43,2198.7,2186.43,0.007461386864659136,,
2202.94,2201.56,2204.8,2194.51,0.0021654277629676866,,
2204.72,2198.55,2204.72,2194.51,0.0008080111124224576,,
2213.35,2206.27,2213.35,2206.27,0.003914329257229898,,
2201.72,2210.21,2211.14,2200.36,-0.005254478505433036,,
2204.66,2200.76,2210.46,2198.15,0.00133531965917566,,
2198.81,2204.97,2214.1,2198.81,-0.0026534703763845258,0.03417444676998316,
2191.08,2200.17,2202.6,2187.44,-0.0035155379500729778,,
2191.95,2191.12,2197.95,2188.37,0.0003970644613615626,,
2204.71,2200.65,2209.42,2199.97,0.005821300668354734,,
2212.23,2207.26,2212.78,2202.21,0.0034108794353906458,,
2241.35,2210.72,2241.63,2208.93,0.013163188276083426,,
2246.19,2241.13,2251.69,2237.57,0.002159412853860454,,
2259.53,2249.73,2259.8,2249.23,0.005938945503274562,,
2256.96,2258.83,2264.03,2252.37,-0.0011374046815045835,,
2271.72,2263.32,2277.53,2263.32,0.006539770310506121,,
2253.28,2268.35,2276.2,2248.44,-0.008117197541950394,,
2262.03,2253.77,2272.12,2253.77,0.003883228005396644,,
2258.07,2266.81,2268.05,2254.24,-0.0017506399119374683,,
2262.53,2259.24,2267.47,2258.21,0.001975138060378967,,
2270.76,2266.5,2272.56,2266.14,0.0036375208284531446,,
2265.18,2270.54,2271.23,2265.15,-0.002457327062305281,,
2260.96,2262.93,2263.18,2256.08,-0.00186298660592088,,
2263.79,2260.25,2263.79,2258.84,0.0012516807020026555,,
2268.88,2266.23,2273.82,2266.15,0.002248441772426002,,
2249.92,2270.23,2271.31,2249.11,-0.00835654596100277,,
2249.26,2249.5,2254.51,2244.56,-0.00029334376333378653,,
2238.83,2251.61,2253.58,2233.62,-0.004637080639855018,,
2257.83,2251.57,2263.88,2245.13,0.008486575577422162,,
2270.75,2261.6,2272.82,2261.6,0.00572230858833489,,
2269.0,2268.18,2271.5,2260.45,-0.0007706704833204681,,
2276.98,2271.14,2282.1,2264.06,0.00351696782723665,,
2268.9,2273.59,2275.49,2268.9,-0.0035485599346501973,,
2268.9,2269.72,2279.27,2265.27,0.0,,
2275.32,2268.6,2275.32,2260.83,0.002829564987438804,,
2270.44,2271.14,2271.78,2254.25,-0.002144753265474808,,
2274.64,2272.74,2278.68,2271.51,0.0018498617008155804,,
2267.89,2269.14,2272.08,2262.81,-0.0029675025498540064,,
2271.89,2269.14,2272.01,2263.35,0.0017637539739581154,,
2263.69,2271.9,2274.33,2258.41,-0.0036093296770529637,,
2271.31,2269.96,2276.96,2265.01,0.003366185299223723,,
2265.2,2267.78,2271.78,2257.02,-0.0026900775323491777,,
2280.07,2267.88,2284.63,2266.68,0.006564541762317022,,
2298.37,2288.88,2299.55,2288.88,0.008026069375062894,,
2296.68,2298.63,2300.99,2294.08,-0.0007353037152416642,,
2294.69,2299.02,2299.02,2291.62,-0.000866468119198105,,
2280.9,2286.01,2286.01,2268.04,-0.006009526341248739,,
2278.87,2274.02,2279.09,2267.21,-0.0008899995615766487,0.017884341374735824,
2279.55,2285.59,2289.14,2272.44,0.00029839350204285964,,
2280.85,2276.69,2283.97,2271.65,0.0005702879954376794,,
2297.42,2288.54,2298.31,2287.88,0.007264835478001608,,
2292.56,2294.28,2296.18,2288.57,-0.002115416423640437,,
2293.08,2295.87,2299.4,2290.16,0.00022682067208701362,,
2294.67,2289.55,2295.91,2285.38,0.0006933905489561187,,
2307.87,2296.7,2311.08,2296.61,0.0057524611382027135,,
2316.1,2312.27,2319.23,2311.1,0.0035660587468098193,,
2328.25,2321.72,2331.58,2321.42,0.005245887483269263,,
2337.58,2326.12,2337.58,2322.17,0.004007301621389514,,
2349.25,2335.58,2351.3,2334.81,0.004992342508064018,,
2347.22,2349.64,2351.31,2338.87,-0.0008641055656061214,,
2351.16,2343.01,2351.16,2339.58,0.0016785814708464297,,
2365.38,2354.91,2366.71,2354.91,0.00604807839534538,,
2362.82,2361.11,2365.13,2358.34,-0.0010822785345272479,,
2363.81,2367.5,2368.26,2355.09,0.00041899086684549225,,
2367.34,2355.73,2367.34,2352.87,0.001493351834538359,,
2369.75,2365.23,2371.54,2361.87,0.001018020225231675,,
2363.64,2366.08,2367.79,2358.96,-0.0025783310475788745,0.037198260541408734,
2395.96,2380.13,2400.98,2380.13,0.013673825117192173,,
2381.92,2394.75,2394.75,2380.17,-0.0058598641045760624,,
2383.12,2380.92,2383.89,2375.39,0.0005037952576072424,,
2375.31,2375.23,2378.8,2367.98,-0.0032772164221692712,,
2368.39,2370.74,2375.12,2365.51,-0.0029133039476952893,,
2362.98,2369.81,2373.09,2361.01,-0.0022842521713062336,,
2364.87,2363.49,2369.08,2354.54,0.0007998374933346764,,
2372.6,2372.52,2376.86,2363.04,0.0032686786165836423,,
2373.47,2371.56,2374.42,2368.52,0.00036668633566550035,,
2365.45,2368.55,2368.55,2358.18,-0.0033790189048102937,,
2385.26,2370.34,2390.01,2368.94,0.008374727853051489,,
2381.38,2387.71,2388.1,2377.18,-0.001626657052061442,,
2378.25,2383.71,2385.71,2377.64,-0.0013143639402364293,,
2373.47,2378.24,2379.55,2369.66,-0.00200988121517931,,
2344.02,2379.32,2381.93,2341.9,-0.012407993359932812,,
2348.45,2343.0,2351.81,2336.45,0.0018899156150544716,,
2345.96,2345.97,2358.92,2342.13,-0.0010602737976110888,,
2343.98,2350.42,2356.22,2335.74,-0.0008440041603438031,,
2341.59,2329.11,2344.9,2322.25,-0.0010196332733214408,,
2358.57,2339.79,2363.78,2337.63,0.007251482966702083,,
2361.13,2356.54,2363.36,2352.94,0.0010854034436120763,,
2368.06,2361.31,2370.42,2358.58,0.0029350353432466836,,
2362.72,2364.82,2370.35,2362.6,-0.002255010430479043,-0.00038923017041514463,
2358.84,2362.34,2365.87,2344.73,-0.0016421751202002621,,
2360.16,2354.76,2360.53,2350.72,0.0005595970900948988,,
2352.95,2366.59,2378.36,2350.52,-0.0030548776354145657,,
2357.49,2353.79,2364.16,2348.9,0.0019294927644020188,,
2355.54,2356.59,2363.76,2350.74,-0.0008271509105022279,,
2357.16,2357.16,2366.37,2351.5,0.0006877403907383783,,
2353.78,2353.92,2355.22,2337.25,-0.0014339289653649834,,
2344.93,2352.15,2352.72,2341.18,-0.0037599095922304926,,
2328.95,2341.98,2348.26,2328.95,-0.006814702357852864,,
2349.01,2332.62,2349.14,2332.51,0.008613323600764389,,
2342.19,2342.53,2348.35,2334.54,-0.0029033507733046138,,
2338.17,2346.79,2352.63,2335.05,-0.0017163423974997372,,
2355.84,2342.69,2361.37,2340.91,0.007557192163101911,,
2348.69,2354.74,2356.18,2344.51,-0.0030350108666123976,,
2374.15,2370.33,2376.98,2369.19,0.010840085324159476,,
2388.61,2381.51,2392.48,2381.15,0.006090600846618832,,
2387.45,2388.98,2398.16,2386.76,-0.0004856380907726221,,
2388.77,2389.7,2392.1,2382.68,0.0005528911600243269,,
2384.2,2393.68,2393.68,2382.36,-0.0019131184668260692,,
2388.33,2388.5,2394.49,2384.83,0.00173223722842053,,
2391.17,2391.05,2392.93,2385.82,0.001189115406999841,,
2388.13,2386.5,2389.82,2379.75,-0.0012713441536987835,,
2389.52,2389.79,2391.43,2380.35,0.000582045366039452,,
2399.29,2392.37,2399.29,2389.38,0.004088687267735702,,
2399.38,2399.94,2401.36,2393.92,3.751109703298283e-05,,
2396.92,2401.58,2403.87,2392.44,-0.0010252648600889147,,
2399.63,2396.79,2399.74,2392.79,0.0011306176259533451,,
2394.44,2394.84,2395.72,2381.74,-0.002162833436821554,,
2390.9,2392.44,2392.44,2387.19,-0.0014784250179582514,,
2402.32,2393.98,2404.05,2393.94,0.004776444016897363,,
2400.67,2404.55,2405.77,2396.05,-0.0006868360584768585,,
2357.03,2382.95,2384.87,2356.21,-0.01817825856948263,,
2365.72,2354.69,2375.74,2352.72,0.0036868431882495223,,
2381.73,2371.37,2389.06,2370.43,0.00676749573068669,,
2394.02,2387.21,2395.46,2386.92,0.005160114706536767,,
2398.42,2397.04,2400.85,2393.88,0.0018379127993919386,,
2404.39,2401.41,2405.58,2397.99,0.0024891386829661855,,
2415.07,2409.54,2418.71,2408.01,0.004441875070184231,,
2415.82,2414.5,2416.68,2412.2,0.0003105500047617671,,
2412.91,2411.67,2415.26,2409.43,-0.0012045599423798903,,
2411.8,2415.63,2415.99,2403.59,-0.00046002544645251664,0.011576210049492719,
2430.06,2415.65,2430.06,2413.54,0.007571108715482167,,
2439.07,2431.28,2440.23,2427.71,0.003707727381216941,,
2436.1,2437.83,2439.55,2434.32,-0.0012176772294358873,,
2429.33,2431.92,2436.21,2428.12,-0.0027790320594393014,,
2433.14,2432.03,2435.28,2424.75,0.001568333655781684,,
2433.79,2434.27,2439.27,2427.94,0.0002671445128517025,,
2431.77,2436.39,2446.2,2415.7,-0.0008299812227020587,,
2429.39,2425.88,2430.38,2419.97,-0.000978710980068076,,
2440.35,2434.15,2441.49,2431.28,0.004511420562363311,,
2437.92,2443.75,2443.75,2428.34,-0.0009957588050893973,,
2432.46,2424.14,2433.95,2418.53,-0.002239614097263254,,
2433.15,2431.24,2433.15,2422.88,0.00028366345181418673,,
2453.46,2442.55,2453.82,2441.79,0.00834720424141544,,
2437.03,2450.66,2450.66,2436.6,-0.006696665117833511,,
2435.61,2439.31,2442.23,2430.74,-0.0005826764545369123,,
2434.5,2437.4,2441.62,2433.27,-0.00045573798760889517,,
2438.3,2434.65,2441.4,2431.11,0.0015608954610804027,,
2439.07,2443.32,2450.42,2437.03,0.00031579379075585834,,
2419.38,2436.34,2440.15,2419.38,-0.008072749039592986,,
2440.69,2428.7,2442.97,2428.02,0.0088080417296994,,
2419.7,2442.38,2442.73,2405.7,-0.008600027041533398,,
2423.41,2429.2,2432.71,2421.65,0.0015332479232963436,0.004813831992702466,
2429.01,2431.39,2439.17,2428.69,0.0023107934687074394,,
2432.54,2430.78,2434.9,2422.05,0.0014532669688471778,,
2409.75,2423.44,2424.28,2407.7,-0.00936880791271677,,
2425.18,2413.52,2426.92,2413.52,0.006403153854134258,,
2427.43,2424.51,2432.0,2422.27,0.0009277661864273146,,
2425.53,2427.35,2429.3,2412.79,-0.0007827208199616686,,
2443.25,2435.75,2445.76,2435.75,0.007305619802682184,,
2447.83,2444.99,2449.32,2441.69,0.00187455233807432,,
2459.27,2449.16,2463.54,2446.69,0.0046735271648765675,,
2459.14,2459.5,2462.82,2457.16,-5.286121491343554e-05,,
2460.61,2455.88,2460.92,2450.34,0.0005977699520971491,,
2473.83,2463.85,2473.83,2463.85,0.0053726514969865136,,
2473.45,2475.56,2477.62,2468.43,-0.00015360796821128897,,
2472.54,2467.4,2472.54,2465.06,-0.0003679071741898854,,
2469.91,2472.04,2473.1,2466.32,-0.0010636834995592093,,
2477.13,2477.88,2481.24,2474.91,0.002923183435833865,,
2477.83,2479.97,2481.69,2474.94,0.0002825850883885206,,
2475.42,2482.76,2484.04,2459.93,-0.0009726252406339064,,
2472.1,2469.12,2473.53,2464.66,-0.0013411865461215866,,
2470.3,2475.94,2477.96,2468.53,-0.0007281258848751415,0.019348768883515444,
2476.35,2477.1,2478.51,2471.14,0.002449095251588762,,
2477.57,2480.38,2480.38,2466.48,0.0004926605689827834,,
2472.16,2476.03,2476.03,2468.85,-0.0021835911800677232,,
2476.83,2476.88,2480.0,2472.08,0.0018890363083294837,,
2480.91,2477.14,2480.95,2475.88,0.001647266869345021,,
2474.92,2478.35,2490.87,2470.32,-0.002414436638168982,,
2474.02,2465.35,2474.41,2462.08,-0.0003636481179190021,,
2438.21,2465.38,2465.38,2437.75,-0.01447441815345063,,
2441.32,2441.04,2448.09,2437.85,0.0012755258980974293,,
2465.84,2454.96,2468.22,2454.96,0.01004374682548792,,
2464.61,2468.66,2468.9,2461.61,-0.0004988158193557357,,
2468.11,2468.63,2474.93,2463.86,0.0014201029777529683,,
2430.01,2462.95,2465.02,2430.01,-0.015436913265616137,,
2425.55,2427.64,2440.27,2420.69,-0.0018353833934839914,,
2428.37,2425.5,2430.58,2417.35,0.0011626229102676966,,
2452.51,2433.75,2454.77,2433.67,0.009940824503679613,,
2444.04,2444.88,2448.91,2441.42,-0.003453604674394928,,
2438.97,2447.91,2450.39,2436.19,-0.002074434133647607,,
2443.05,2444.72,2453.96,2442.22,0.0016728373042720346,,
2444.24,2447.35,2449.12,2439.03,0.00048709604797259054,,
2446.3,2431.94,2449.19,2428.2,0.0008427977612674997,,
2457.59,2446.06,2460.31,2443.77,0.004615133058087695,,
2471.65,2462.65,2475.01,2462.65,0.005721051924853171,0.0005464923288669432,
2476.55,2474.42,2480.38,2473.85,0.0019824813383773066,,
2457.85,2470.35,2471.97,2446.55,-0.007550826754961659,,
2465.54,2463.83,2469.64,2459.2,0.003128750737433128,,
2465.1,2468.06,2468.62,2460.29,-0.00017845989113951521,,
2461.43,2462.25,2467.11,2459.4,-0.001488783416494277,,
2488.11,2474.52,2488.95,2474.52,0.01083922760346634,,
2496.48,2491.94,2496.77,2490.37,0.003363999180100441,,
2498.37,2493.89,2498.37,2492.14,0.0007570659488558285,,
2495.62,2494.56,2498.43,2491.35,-0.0011007176679195263,,
2500.23,2495.67,2500.23,2493.16,0.0018472363580994688,,
2503.87,2502.51,2508.32,2499.92,0.0014558660603223306,,
2506.65,2506.29,2507.84,2503.19,0.0011102812845715793,,
2508.24,2506.84,2508.85,2496.67,0.0006343127281429606,,
2500.6,2507.16,2507.16,2499.0,-0.003045960514145296,,
2502.22,2497.26,2503.47,2496.54,0.0006478445173156988,,
2496.66,2499.39,2502.54,2488.03,-0.002222026840165925,,
2496.84,2501.04,2503.51,2495.12,7.209632068461147e-05,,
2507.04,2503.3,2511.75,2495.91,0.004085163646849521,,
2510.06,2503.41,2510.81,2502.93,0.0012046078243665992,,
2519.36,2509.96,2519.44,2507.99,0.0037050907149631662,,
2529.12,2521.2,2529.23,2520.4,0.0038739997459671383,,
2534.58,2530.34,2535.13,2528.85,0.002158853672423522,,
2537.74,2533.48,2540.53,2531.8,0.0012467548864110167,,
2552.07,2540.86,2552.51,2540.02,0.005646756562926125,,
2549.33,2547.44,2549.41,2543.79,-0.0010736382622734686,,
2544.73,2551.39,2551.82,2541.6,-0.001804395664743219,,
2550.64,2549.99,2555.23,2544.86,0.002322446782173193,,
2555.24,2550.62,2555.24,2547.95,0.001803468933287311,,
2550.93,2552.88,2555.33,2548.31,-0.0016867300136190755,,
2553.17,2555.66,2557.65,2552.09,0.0008781111202582625,,
2557.64,2555.57,2559.47,2552.64,0.0017507647356032052,,
2559.36,2557.17,2559.71,2554.69,0.0006724949562879612,,
2561.26,2562.87,2564.11,2559.67,0.0007423730932734074,,
2562.1,2553.39,2562.36,2547.92,0.0003279635804251946,,
2575.21,2567.56,2575.44,2567.56,0.005116896296007312,,
2564.98,2578.08,2578.29,2564.33,-0.0039724915637947555,,
2569.13,2568.66,2572.18,2565.58,0.0016179463387628878,,
2557.15,2566.52,2567.4,2544.0,-0.004663057143858063,,
2560.4,2560.08,2567.07,2559.8,0.0012709461705413538,,
2581.07,2570.26,2582.98,2565.94,0.008072957350414134,,
2572.83,2577.75,2580.03,2568.25,-0.0031924744388955872,,
2575.26,2575.99,2578.29,2572.15,0.0009444852555358096,0.022188174774546043,
2579.36,2583.21,2588.4,2574.92,0.001592072256781707,,
2579.85,2579.46,2581.11,2566.17,0.00018996960486306058,,
2587.84,2581.93,2588.42,2576.77,0.0030970792875555375,,
2591.13,2587.47,2593.38,2585.66,0.0012713305304810074,,
2590.64,2592.11,2597.02,2584.35,-0.00018910668318461443,,
2594.38,2588.71,2595.47,2585.02,0.0014436587098169973,,
2584.62,2584.0,2586.5,2566.33,-0.003761977813581785,,
2582.3,2580.18,2583.81,2575.57,-0.0008976174447306029,,
2584.84,2576.53,2587.66,2574.48,0.0009836192541532451,,
2578.87,2577.75,2579.66,2566.56,-0.002309620711533511,,
2564.62,2569.45,2572.84,2557.45,-0.005525675974360822,,
2585.64,2572.95,2590.09,2572.95,0.008196146017733552,,
2578.85,2582.94,2583.96,2577.62,-0.0026260422951377427,,
2582.14,2579.49,2584.64,2578.24,0.001275762452255913,,
2599.03,2589.17,2601.19,2589.17,0.006541086075890767,,
2597.08,2600.31,2600.94,2595.23,-0.0007502799121211767,,
2602.42,2600.42,2604.21,2600.42,0.002056155374497548,,
2601.42,2602.66,2606.41,2598.87,-0.0003842577293442506,,
2627.04,2605.94,2627.69,2605.44,0.00984846737551015,,
2626.07,2627.82,2634.89,2620.32,-0.00036923685973555553,,
2647.58,2633.93,2657.74,2633.93,0.008190946928299692,0.028082601368405458,
2642.22,2645.1,2650.62,2605.52,-0.00202449028924534,,
2639.44,2657.19,2665.19,2639.03,-0.0010521455442770167,,
2629.57,2639.78,2648.72,2627.73,-0.003739429575970621,,
2629.27,2626.24,2634.41,2624.75,-0.00011408709408766704,,
2636.98,2628.38,2640.99,2626.53,0.0029323728639507607,,
2651.5,2646.21,2651.65,2644.1,0.005506298872194781,,
2659.99,2652.19,2660.33,2651.47,0.0032019611540636816,,
2664.11,2661.73,2669.72,2659.78,0.0015488780033008354,,
2662.85,2667.59,2671.88,2662.85,-0.0004729534441145766,,
2652.01,2665.87,2668.09,2652.01,-0.004070826370242253,,
2675.81,2660.63,2679.63,2659.14,0.008974325134520456,,
2690.16,2685.92,2694.97,2685.92,0.005362862086620401,,
2681.47,2692.71,2694.44,2680.74,-0.003230291135099761,,
2679.25,2688.18,2691.01,2676.11,-0.0008279040973793172,,
2684.57,2683.02,2692.64,2682.4,0.0019856303069889503,,
2683.34,2684.22,2685.35,2678.13,-0.0004581739347455649,,
2680.5,2679.09,2682.74,2677.96,-0.0010583824636460903,,
2682.62,2682.1,2685.64,2678.91,0.00079089722066783,,
2687.54,2686.1,2687.66,2682.69,0.0018340279279212002,,
2673.61,2689.15,2692.12,2673.61,-0.005183178668968558,,
2695.81,2683.73,2695.89,2682.36,0.008303380074131894,,
2713.06,2697.85,2714.37,2697.77,0.006398818907860759,,
2723.99,2719.31,2729.29,2719.07,0.004028661363921104,,
2743.15,2731.33,2743.45,2727.92,0.007033799683552555,,
2747.71,2742.67,2748.51,2737.6,0.0016623225124401397,,
2751.29,2751.15,2759.14,2747.86,0.0013029031448006378,,
2748.23,2745.55,2750.8,2736.06,-0.0011122055472160275,,
2767.56,2752.97,2767.56,2752.78,0.007033618001404562,,
2786.24,2770.18,2787.85,2769.64,0.006749627831013516,,
2776.42,2798.96,2807.54,2768.64,-0.0035244630756861017,,
2802.56,2784.99,2807.04,2778.38,0.009415002053003496,,
2798.03,2802.4,2805.83,2792.56,-0.001616379310344751,,
2810.3,2802.6,2810.33,2798.08,0.004385228178396927,,
2832.97,2809.16,2833.03,2808.12,0.008066754439027823,,
2839.13,2835.05,2842.24,2830.59,0.002174396481431362,,
2837.54,2845.42,2852.97,2824.81,-0.0005600307136341964,,
2839.25,2846.24,2848.56,2830.94,0.0006026346765155566,,
2872.87,2847.48,2872.87,2846.18,0.011841155234656897,,
2853.53,2867.23,2870.62,2851.48,-0.006731944014173874,,
2822.43,2832.74,2837.75,2818.27,-0.010898781509218525,,
2823.81,2832.41,2839.26,2813.04,0.0004889403811609849,0.056178724645703726,
2821.98,2816.45,2835.96,2812.7,-0.0006480605989779287,,
2762.13,2808.92,2808.92,2759.97,-0.021208513171602883,,
2648.94,2741.06,2763.39,2638.17,-0.040979244278871785,,
2695.14,2614.78,2701.04,2593.07,0.017440938639606607,,
2681.66,2690.95,2727.67,2681.33,-0.0050015954644285765,,
2581.0,2685.01,2685.27,2580.56,-0.037536451302551344,,
2619.55,2601.78,2638.67,2532.69,0.014936071290197583,,
2656.0,2636.75,2672.61,2622.45,0.013914603653299107,,
2662.94,2646.27,2668.84,2637.08,0.0026129518072288693,,
2698.63,2651.21,2702.1,2648.87,0.013402479965752168,,
2731.2,2713.46,2731.51,2689.82,0.0120690869070601,,
2732.22,2727.14,2754.42,2725.11,0.0003734622144111466,,
2716.26,2722.99,2737.6,2706.76,-0.005841403693699454,,
2701.33,2720.53,2747.75,2701.29,-0.00549652831466807,,
2703.96,2710.42,2731.26,2697.77,0.0009735944886408721,,
2747.3,2715.8,2747.76,2713.74,0.016028343614550522,,
2779.6,2757.37,2780.64,2753.78,0.011756997779638123,,
2744.28,2780.45,2789.15,2744.22,-0.012706864297021059,,
2713.83,2753.78,2761.52,2713.54,-0.011095806550352139,-0.038947379604151844,
2677.67,2715.22,2730.89,2659.65,-0.013324342350110263,,
2691.25,2658.89,2696.25,2647.32,0.005071573420174946,,
2720.94,2681.06,2728.09,2675.75,0.011032048304691067,,
2728.12,2730.18,2732.08,2711.26,0.0026387939462098053,,
2726.8,2710.18,2730.6,2701.74,-0.00048384968403136774,,
2738.97,2732.75,2740.45,2722.65,0.00446310693853591,,
2786.57,2752.91,2786.57,2751.54,0.017378795678667736,,
2783.02,2790.54,2796.98,2779.26,-0.001273967637633433,,
2765.31,2792.31,2801.9,2758.68,-0.00636359063175973,,
2749.48,2774.06,2777.11,2744.38,-0.005724493818052956,,
2747.33,2754.27,2763.03,2741.47,-0.0007819660444884358,,
2752.01,2750.57,2761.85,2749.97,0.0017034720983646334,,
2712.92,2741.38,2741.38,2694.59,-0.014204163502312905,,
2716.94,2715.05,2724.22,2710.05,0.001481798210046792,,
2711.93,2714.99,2739.14,2709.79,-0.001843986249236318,,
2643.69,2691.36,2695.68,2641.59,-0.02516289137256489,,
2588.26,2646.71,2657.67,2585.89,-0.020966906104724736,,
2658.55,2619.35,2661.36,2601.81,0.0271572407717926,,
2612.62,2667.57,2674.78,2596.12,-0.017276334844182117,,
2605.0,2611.3,2632.65,2593.06,-0.0029166124426820428,,
2640.87,2614.41,2659.07,2609.72,0.01376967370441462,,
2581.88,2633.45,2638.3,2553.8,-0.02233733580221664,,
2614.45,2592.17,2619.14,2575.49,0.01261483879963432,,
2644.69,2584.04,2649.86,2573.61,0.011566486259060316,,
2662.84,2657.36,2672.08,2649.58,0.00686280811739759,,
2604.47,2645.82,2656.88,2586.27,-0.02192020549488527,,
2613.16,2617.18,2653.55,2610.79,0.003336571356168383,,
2656.87,2638.41,2665.45,2635.78,0.01672687474169199,,
2642.19,2643.89,2661.43,2639.25,-0.005525298565605352,,
2663.99,2653.83,2674.72,2653.83,0.008250731400845313,,
2656.3,2676.9,2680.26,2645.05,-0.0028866474724003055,,
2677.84,2670.1,2686.49,2665.16,0.008109023830139561,,
2706.39,2692.74,2713.34,2692.05,0.01066157798822931,,
2708.64,2710.11,2717.49,2703.63,0.0008313657676830566,,
2693.13,2701.16,2702.84,2681.9,-0.005726120857699746,,
2670.14,2692.56,2693.94,2660.61,-0.008536535555283331,,
2670.29,2675.4,2682.86,2657.99,5.617682967939963e-05,,
2634.56,2680.8,2683.55,2617.32,-0.01338056915166519,,
2639.4,2634.92,2645.3,2612.67,0.0018371189116968,,
2666.94,2651.65,2676.48,2647.16,0.01043418958854292,,
2669.91,2675.47,2677.35,2659.01,0.0011136358523251566,,
2648.05,2675.05,2682.92,2648.04,-0.008187541902161422,0.002718801001185378,
2654.8,2643.64,2655.27,2625.41,0.0025490455240648746,,
2635.67,2654.24,2660.87,2631.7,-0.007205815880669042,,
2629.73,2628.08,2637.14,2594.62,-0.0022536964035709817,,
2663.42,2621.45,2670.93,2615.32,0.012811201149927953,,
2672.63,2669.36,2683.35,2664.7,0.003457960066380883,,
2671.92,2670.26,2676.34,2655.2,-0.0002656559269333947,,
2697.79,2678.12,2701.27,2674.14,0.009682176113057217,,
2723.07,2705.02,2726.11,2704.54,0.009370632999603501,,
2727.72,2722.7,2732.86,2717.45,0.0017076314600799058,,
2730.13,2733.37,2742.1,2725.47,0.0008835217690965624,,
2711.45,2718.59,2718.59,2701.91,-0.006842165025108815,,
2722.46,2712.62,2727.76,2712.17,0.004060558004020054,,
2720.13,2719.71,2731.96,2711.36,-0.000855843612027285,,
2712.97,2717.35,2719.5,2709.18,-0.002632227136203147,,
2733.01,2725.95,2739.19,2725.7,0.007386738519040259,,
2724.44,2738.34,2742.24,2721.88,-0.0031357367883761977,,
2733.29,2713.98,2733.33,2709.54,0.003248373977771557,,
2727.76,2730.94,2731.97,2707.38,-0.002023202806873625,,
2721.33,2723.6,2727.36,2714.99,-0.002357245505469785,,
2689.86,2705.11,2710.67,2676.81,-0.011564198388288038,,
2724.01,2702.43,2729.34,2702.43,0.01269582803565994,,
2705.27,2720.98,2722.5,2700.68,-0.006879563584568427,0.02160835331659139,
2734.62,2718.7,2736.93,2718.7,0.01084919435028664,,
2746.87,2741.67,2749.16,2740.54,0.0044795986279628774,,
2748.8,2748.46,2752.61,2739.51,0.0007026178887243884,,
2772.35,2753.25,2772.39,2748.46,0.00856737485448189,,
2770.37,2774.84,2779.9,2760.16,-0.0007141955380813858,,
2779.03,2765.84,2779.39,2763.59,0.0031259362467830343,,
2782.0,2780.18,2790.21,2780.17,0.0010687182218256375,,
2786.85,2785.6,2789.8,2778.78,0.0017433501078361058,,
2775.63,2787.94,2791.47,2774.65,-0.004026050917702695,,
2782.49,2783.21,2789.06,2776.52,0.002471510972283708,,
2779.66,2777.78,2782.81,2761.73,-0.0010170746345898873,,
2773.75,2765.79,2774.99,2757.12,-0.0021261593144484836,,
2762.59,2752.01,2765.05,2743.19,-0.004023433979269853,,
2767.32,2769.73,2774.86,2763.91,0.0017121614137458607,,
2749.76,2769.28,2769.28,2744.39,-0.006345489498865264,,
2754.88,2760.79,2764.17,2752.68,0.0018619806819504259,,
2717.07,2742.94,2742.94,2698.67,-0.013724735741665661,,
2723.06,2722.12,2732.91,2715.6,0.0022045806696182613,,
2699.63,2728.45,2746.09,2699.38,-0.008604290761129008,,
2716.31,2698.69,2724.34,2691.99,0.006178624478169192,,
2718.37,2727.13,2743.26,2718.03,0.0007583817752760957,,
2726.71,2704.95,2727.26,2698.95,0.0030680150237090142,,
2713.22,2733.27,2736.58,2711.16,-0.00494735413740377,,
2736.61,2724.19,2737.83,2716.02,0.00862075320099387,,
2759.82,2737.68,2764.41,2733.52,0.008481296202235589,,
2784.17,2768.51,2784.65,2768.51,0.008823039183714743,,
2793.84,2788.56,2795.58,2786.24,0.0034732074550045677,,
2774.02,2779.82,2785.91,2770.77,-0.007094178621538827,,
2798.29,2783.14,2799.22,2781.53,0.008749035695488905,,
2801.31,2796.93,2804.53,2791.69,0.0010792305300737493,,
2798.43,2801.43,2803.71,2793.39,-0.001028090429120665,,
2809.55,2789.34,2814.19,2789.24,0.00397365665748306,,
